timestamp,timestamp_ms,co2,temperature,humidity
2025-05-22 22:38:44.967685+00:00,1770096,643.0,22.12,49.14
2025-05-22 22:38:59.972637+00:00,1785104,644.0,22.11,49.15
2025-05-22 22:39:14.982386+00:00,1800112,644.0,22.09,49.18
2025-05-22 22:39:29.989706+00:00,1815120,643.0,22.12,49.25
2025-05-22 22:39:44.996251+00:00,1830128,642.0,22.12,49.22
2025-05-22 22:39:59.999014+00:00,1845136,642.0,22.13,49.14
2025-05-22 22:40:15.008717+00:00,1860144,642.0,22.14,49.17
2025-05-22 22:40:30.017361+00:00,1875152,642.0,22.1,49.18
2025-05-22 22:40:45.023906+00:00,1890160,643.0,22.13,49.25
2025-05-22 22:41:00.017119+00:00,1905168,643.0,22.08,49.2
2025-05-22 22:41:15.038553+00:00,1920176,643.0,22.1,49.02
2025-05-22 22:41:30.042124+00:00,1935184,643.0,22.11,49.02
2025-05-22 22:41:45.043387+00:00,1950192,644.0,22.1,49.09
2025-05-22 22:42:00.058944+00:00,1965200,644.0,22.13,49.14
2025-05-22 22:42:15.065425+00:00,1980208,644.0,22.11,49.04
2025-05-22 22:42:30.071771+00:00,1995216,643.0,22.12,49.05
2025-05-22 22:42:45.073810+00:00,2010224,643.0,22.13,49.07
2025-05-22 22:43:00.089412+00:00,2025232,643.0,22.11,48.99
2025-05-22 22:43:15.096350+00:00,2040240,643.0,22.12,49.06
2025-05-22 22:43:30.101844+00:00,2055248,644.0,22.11,49.07
2025-05-22 22:43:45.108311+00:00,2070256,643.0,22.13,49.14
2025-05-22 22:44:00.117559+00:00,2085264,643.0,22.12,49.15
2025-05-22 22:44:15.122856+00:00,2100272,643.0,22.12,49.18
2025-05-22 22:44:30.125167+00:00,2115280,643.0,22.11,49.09
2025-05-22 22:44:45.138446+00:00,2130288,642.0,22.11,49.05
2025-05-22 22:45:00.140316+00:00,2145296,642.0,22.11,49.04
2025-05-22 22:45:15.152820+00:00,2160304,642.0,22.12,48.96
2025-05-22 22:45:30.159153+00:00,2175312,642.0,22.1,49.0
2025-05-22 22:45:45.166921+00:00,2190320,642.0,22.12,49.05
2025-05-22 22:46:00.170145+00:00,2205328,643.0,22.12,49.07
2025-05-22 22:46:15.175666+00:00,2220336,642.0,22.09,49.13
2025-05-22 22:46:30.188359+00:00,2235344,642.0,22.12,49.21
2025-05-22 22:46:45.193998+00:00,2250352,642.0,22.14,49.25
2025-05-22 22:47:00.202700+00:00,2265360,642.0,22.13,49.2
2025-05-22 22:47:15.201608+00:00,2280368,643.0,22.14,49.2
2025-05-22 22:47:30.214558+00:00,2295376,644.0,22.14,49.16
2025-05-22 22:47:45.222818+00:00,2310384,644.0,22.13,49.11
2025-05-22 22:48:00.230380+00:00,2325392,644.0,22.13,49.09
2025-05-22 22:48:15.231407+00:00,2340400,643.0,22.12,49.06
2025-05-22 22:48:30.244296+00:00,2355408,643.0,22.12,49.04
2025-05-22 22:48:45.238599+00:00,2370416,641.0,22.13,49.04
2025-05-22 22:49:00.255167+00:00,2385424,642.0,22.11,48.93
2025-05-22 22:49:15.265389+00:00,2400432,642.0,22.13,49.03
2025-05-22 22:49:30.271862+00:00,2415440,641.0,22.12,49.04
2025-05-22 22:49:45.280717+00:00,2430448,641.0,22.13,49.02
2025-05-22 22:50:00.283954+00:00,2445456,642.0,22.13,48.99
2025-05-22 22:50:15.288616+00:00,2460464,642.0,22.13,48.93
2025-05-22 22:50:30.301833+00:00,2475472,642.0,22.13,48.84
2025-05-22 22:50:45.308130+00:00,2490480,642.0,22.11,48.86
2025-05-22 22:51:00.316265+00:00,2505488,642.0,22.13,48.96
2025-05-22 22:51:15.321742+00:00,2520496,641.0,22.12,49.03
2025-05-22 22:51:30.324693+00:00,2535504,642.0,22.12,49.06
2025-05-22 22:51:45.337466+00:00,2550512,642.0,22.14,49.08
2025-05-22 22:52:00.344565+00:00,2565520,642.0,22.13,49.03
2025-05-22 22:52:15.351546+00:00,2580528,642.0,22.12,49.08
2025-05-22 22:52:30.353515+00:00,2595536,642.0,22.11,49.11
2025-05-22 22:52:45.358157+00:00,2610544,642.0,22.13,49.06
2025-05-22 22:53:00.369443+00:00,2625552,642.0,22.13,49.0
2025-05-22 22:53:15.379965+00:00,2640560,641.0,22.14,48.98
2025-05-22 22:53:30.386038+00:00,2655568,642.0,22.13,48.97
2025-05-22 22:53:45.387855+00:00,2670576,642.0,22.13,48.95
2025-05-22 22:54:00.391247+00:00,2685584,642.0,22.15,49.01
2025-05-22 22:54:15.393516+00:00,2700592,642.0,22.15,48.96
2025-05-22 22:54:30.414367+00:00,2715600,642.0,22.12,48.95
2025-05-22 22:54:45.422420+00:00,2730608,642.0,22.14,48.86
2025-05-22 22:55:00.418063+00:00,2745616,642.0,22.12,48.84
2025-05-22 22:55:15.426249+00:00,2760624,641.0,22.14,48.82
2025-05-22 22:55:30.443050+00:00,2775632,641.0,22.13,48.81
2025-05-22 22:55:45.447940+00:00,2790640,641.0,22.14,48.83
2025-05-22 22:56:00.452767+00:00,2805648,641.0,22.13,48.93
2025-05-22 22:56:15.451431+00:00,2820656,642.0,22.12,48.86
2025-05-22 22:56:30.470844+00:00,2835664,642.0,22.14,48.8
2025-05-22 22:56:45.476297+00:00,2850672,641.0,22.14,48.87
2025-05-22 22:57:00.485196+00:00,2865680,641.0,22.13,48.9
2025-05-22 22:57:15.486163+00:00,2880688,641.0,22.15,48.88
2025-05-22 22:57:30.488885+00:00,2895696,641.0,22.15,48.94
2025-05-22 22:57:45.506380+00:00,2910704,641.0,22.14,48.9
2025-05-22 22:58:00.506460+00:00,2925712,640.0,22.13,48.88
2025-05-22 22:58:15.520942+00:00,2940720,640.0,22.14,48.92
2025-05-22 22:58:30.517202+00:00,2955728,639.0,22.15,48.92
2025-05-22 22:58:45.534429+00:00,2970736,640.0,22.14,48.89
2025-05-22 22:59:00.542844+00:00,2985744,639.0,22.13,48.95
2025-05-22 22:59:15.546039+00:00,3000752,639.0,22.16,49.01
2025-05-22 22:59:30.555850+00:00,3015760,639.0,22.14,49.02
